City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
106,san luis de la loma,17.2706,-100.8939,23.85,75,50,1.78,MX,1704606216
107,renon - ritten,46.5415,11.4573,0.44,66,100,2.57,IT,1704606216
108,fort st. john,56.2499,-120.8529,-22.06,77,20,4.12,CA,1704606217
109,san antonio de pale,-1.4014,5.6325,27.06,74,69,3.4,GQ,1704605635
110,whitehorse,60.7161,-135.0538,-18.99,83,40,6.17,CA,1704606217
111,port isabel,26.0734,-97.2086,15.02,88,0,0.0,US,1704606217
112,rio grande,-32.035,-52.0986,23.3,91,76,5.42,BR,1704606218
113,kristiansund,63.1115,7.732,-3.64,80,96,3.09,NO,1704606218
114,klyuchi,52.2667,79.1667,-7.54,95,90,1.39,RU,1704605625
115,punta arenas,-53.15,-70.9167,9.06,76,0,5.66,CL,1704606026
116,port sudan,19.6175,37.2164,23.84,70,83,5.45,SD,1704606218
117,holma,9.9008,13.0567,19.05,23,9,1.33,NG,1704606219
118,pangoa,-12.1167,-73.0,19.95,97,56,0.96,PE,1704606219
119,longyearbyen,78.2186,15.6401,-16.09,72,40,4.12,SJ,1704606219
120,hamilton,39.1834,-84.5333,2.47,94,100,2.06,US,1704605997
121,jabal os saraj,35.1183,69.2378,8.05,22,79,1.73,AF,1704606219
122,katsuura,35.1333,140.3,8.96,72,65,5.72,JP,1704606219
123,kayangel,8.0823,134.7173,28.65,78,92,6.78,PW,1704606220
124,formosa,-26.1775,-58.1781,25.99,78,0,2.06,AR,1704606220
125,qandala,11.472,49.8728,24.88,58,9,2.86,SO,1704606220
126,keflavik,64.0049,-22.5624,5.95,100,75,12.86,IS,1704606220
127,cabo san lucas,22.8909,-109.9124,20.42,54,100,1.83,MX,1704605957
128,brisas de zicatela,15.8369,-97.0419,23.84,75,0,2.04,MX,1704605628
129,al badari,26.9926,31.4155,10.08,47,0,0.35,EG,1704606221
130,parnamirim,-5.9156,-35.2628,25.94,83,20,2.06,BR,1704606221
131,roma,43.2128,-75.4557,-1.62,94,100,3.6,US,1704605697
132,ca mau,9.1769,105.15,31.12,52,99,5.51,VN,1704606221
133,enewetak,11.3474,162.3373,27.06,67,56,9.14,MH,1704606222
134,nova sintra,14.8667,-24.7167,21.32,68,0,4.98,CV,1704606222
135,ta'izz,13.5,44.0,19.11,43,2,1.76,YE,1704606222
136,petropavlovsk-kamchatsky,53.0452,158.6483,-14.67,78,0,5.36,RU,1704606222
137,codrington,-38.2667,141.9667,19.08,97,100,2.95,AU,1704606222
138,invercargill,-46.4,168.35,15.57,79,78,4.47,NZ,1704606223
139,howard springs,-12.497,131.047,29.95,77,90,2.83,AU,1704606223
140,bulgan,48.8125,103.5347,-9.77,76,100,0.48,MN,1704606223
141,uturoa,-16.7333,-151.4333,26.85,78,100,5.16,PF,1704606223
142,figuig (centre),32.1089,-1.2286,5.63,45,11,1.53,MA,1704606223
143,taltal,-25.4,-70.4833,18.4,83,35,0.49,CL,1704606224
144,holualoa,19.6228,-155.9522,22.91,90,20,1.54,US,1704605989
145,namibe,-15.1961,12.1522,22.14,78,100,1.13,AO,1704606224
146,papatowai,-46.5619,169.4708,15.1,72,46,2.05,NZ,1704606224
147,utrik,11.2278,169.8474,27.21,72,52,6.89,MH,1704606224
148,nuuk,64.1835,-51.7216,-3.66,68,100,7.2,GL,1704605633
149,trindade,-16.6494,-49.4889,21.86,93,34,0.98,BR,1704606225
150,salekhard,66.53,66.6019,-25.75,95,69,1.93,RU,1704606225
151,talitsa,56.8804,60.0213,-15.7,95,100,0.37,RU,1704606225
152,kuta,-8.7233,115.1723,32.97,75,75,3.09,ID,1704606225
153,borogontsy,62.6683,131.1683,-45.5,100,74,1.18,RU,1704606226
154,cill airne,52.05,-9.5167,2.13,89,16,1.35,IE,1704606226
155,payyannur,12.1,75.2,29.06,68,59,1.16,IN,1704606226
156,pandan,14.0453,124.1694,26.18,88,100,6.53,PH,1704606226
157,georgetown,5.4112,100.3354,29.99,79,20,3.6,MY,1704606226
158,jinka,5.65,36.65,23.36,53,42,1.01,ET,1704606227
159,kijang,35.2442,129.2139,3.85,27,39,5.98,KR,1704605974
160,afaahiti,-17.75,-149.2833,26.93,76,99,3.56,PF,1704606227
161,dauphin,51.1494,-100.0502,-15.92,85,100,2.06,CA,1704606227
162,bouza,14.4229,6.0428,16.69,23,48,4.0,NE,1704606227
163,zima,53.9202,102.0442,-9.75,93,100,0.75,RU,1704606228
164,yanbu,24.0891,38.0637,20.02,73,0,1.54,SA,1704606228
165,langtang,9.1333,9.7833,20.75,20,13,3.05,NG,1704606228
166,nagqu,31.5,92.0,-6.62,24,8,3.03,CN,1704605659
167,axim,4.8699,-2.2405,26.16,87,15,2.69,GH,1704606228
168,egilsstadir,65.2653,-14.3948,-7.05,86,0,3.09,IS,1704606229
169,gizo,-8.103,156.8419,28.86,74,100,1.35,SB,1704606229
170,qaqortoq,60.7167,-46.0333,-2.46,80,90,1.46,GL,1704606229
171,montepuez,-13.1256,38.9997,22.93,94,99,1.67,MZ,1704606229
172,bontang,0.1333,117.5,29.27,71,94,4.27,ID,1704606229
173,xai-xai,-25.0519,33.6442,25.87,72,2,2.73,MZ,1704606230
174,klobuck,50.9008,18.9367,-4.64,91,100,6.49,PL,1704606230
175,san ignacio rio muerto,27.4167,-110.2333,13.7,35,0,3.88,MX,1704606230
176,arraias,-12.9288,-46.9437,20.43,96,100,0.61,BR,1704606230
177,sinabang,2.4803,96.3801,28.58,75,92,3.27,ID,1704606230
178,south hedland,-20.4089,118.5983,37.96,39,14,8.75,AU,1704606231
179,nyrob,60.733,56.7202,-25.15,97,100,2.03,RU,1704606231
180,ruthin,53.1137,-3.3178,0.8,99,8,0.38,GB,1704606231
181,remire-montjoly,4.9167,-52.2667,23.02,100,0,1.03,GF,1704605404
182,tokmok,42.8417,75.3016,9.41,56,100,1.85,KG,1704606231
183,sangsong-ni,39.1694,126.8856,-7.44,47,1,4.5,KP,1704606232
184,um jar al gharbiyya,13.8013,32.4078,21.8,32,18,5.29,SD,1704606232
185,tovarkovo,54.6762,35.9386,-21.08,92,10,2.5,RU,1704606232
186,argo,37.6333,22.7333,12.66,77,35,5.52,GR,1704606232
187,amga,60.8953,131.9608,-42.37,100,77,0.43,RU,1704606232
188,akureyri,65.6835,-18.0878,-8.04,79,0,2.06,IS,1704605635
189,bilibino,68.0546,166.4372,-37.98,100,100,0.52,RU,1704606233
190,twin falls,42.3505,-114.6445,-2.26,93,100,8.23,US,1704606233
191,manfalut,27.3104,30.97,10.14,57,0,0.45,EG,1704606233
192,kahror pakka,29.6238,71.9167,17.52,23,0,0.53,PK,1704606233
193,villa ojo de agua,-29.5,-63.6938,22.17,76,93,8.0,AR,1704606234
194,sur,22.5667,59.5289,24.14,53,0,2.88,OM,1704606234
195,avarua,-21.2078,-159.775,26.03,89,75,4.12,CK,1704606234
196,alice springs,-23.7,133.8833,40.75,20,40,7.72,AU,1704606234
197,lazaro cardenas,17.9583,-102.2,22.54,74,10,1.82,MX,1704606234
198,vorkuta,67.5,64.0,-21.18,98,100,4.96,RU,1704606235
199,rajapur,25.3833,81.15,20.26,61,0,1.08,IN,1704606235
200,polyarnyy,69.1989,33.4478,-6.89,76,95,5.93,RU,1704606235
201,gornyye klyuchi,45.25,133.5,-14.64,84,100,2.65,RU,1704606235
202,beira,-19.8436,34.8389,26.84,76,6,0.24,MZ,1704606235
203,edam,52.5122,5.0481,1.1,89,100,1.79,NL,1704606236
204,kudymkar,59.0173,54.656,-22.24,99,100,1.84,RU,1704606236
205,embarcacion,-23.209,-64.096,25.07,62,38,0.53,AR,1704606236
206,kingston,17.997,-76.7936,27.53,80,20,6.17,JM,1704606080
207,bato,13.3528,123.3677,27.46,80,100,3.31,PH,1704606237
208,willowmore,-33.2926,23.4895,18.75,58,52,1.19,ZA,1704606237
209,portland,45.5234,-122.6762,5.41,95,100,4.92,US,1704606206
210,coronel du graty,-27.6804,-60.9146,27.79,53,0,4.34,AR,1704606237
211,faya-largeau,17.9257,19.1043,16.54,20,0,5.3,TD,1704606237
212,coquimbo,-29.9533,-71.3436,16.85,82,0,1.54,CL,1704606196
213,springbok,-29.6643,17.8865,14.59,63,44,1.32,ZA,1704606238
214,luderitz,-26.6481,15.1594,20.03,63,13,7.74,NA,1704606238
215,la rinconada,37.4873,-5.9826,6.3,92,0,1.54,ES,1704606238
216,itoman,26.1247,127.6694,21.43,55,40,10.29,JP,1704606238
217,vershino-darasunskiy,52.35,115.5167,-18.22,68,100,1.49,RU,1704606238
218,berezovskiy,55.6,86.2,-14.77,96,91,1.43,RU,1704606239
219,atafu village,-8.5421,-172.5159,29.15,71,100,3.89,TK,1704606239
220,tual,-5.6667,132.75,29.12,74,98,3.16,ID,1704606239
221,poronaysk,49.2167,143.1167,-14.38,92,97,1.81,RU,1704606239
222,stanley,54.868,-1.6985,0.99,93,100,1.17,GB,1704606239
223,kohlu,29.8962,69.252,12.96,44,1,0.9,PK,1704606240
224,al mijlad,11.0333,27.7333,18.6,24,16,5.89,SD,1704606240
225,parang,7.3704,124.2697,31.45,60,100,0.98,PH,1704606240
226,timbuktu,16.7735,-3.0074,20.91,15,95,3.9,ML,1704606240
227,anloga,5.7947,0.8973,27.59,82,2,3.06,GH,1704605654
228,ancud,-41.8697,-73.8203,12.76,86,93,4.97,CL,1704606091
229,sao tome,0.3365,6.7273,26.63,78,73,2.98,ST,1704606241
230,luorong,24.4058,109.6086,16.19,81,100,2.06,CN,1704606241
231,pisco,-13.7,-76.2167,22.03,83,0,1.03,PE,1704606241
232,semey,50.4111,80.2275,-1.88,74,0,2.0,KZ,1704606242
233,ulsteinvik,62.3432,5.8487,-1.93,58,18,4.92,NO,1704606242
234,chernyshevskiy,63.0128,112.4714,-18.21,97,100,1.79,RU,1704605658
235,aykhal,66.0,111.5,-24.7,98,100,3.94,RU,1704606243
236,yelan',50.949,43.7378,-7.3,93,99,4.73,RU,1704606243
237,morehead city,34.7229,-76.726,11.67,89,44,0.89,US,1704606243
238,angaur state,6.906,134.13,28.92,75,100,7.14,PW,1704606243
239,marsh harbour,26.5412,-77.0636,24.09,86,74,8.15,BS,1704606244
240,manacapuru,-3.2997,-60.6206,23.17,95,81,2.19,BR,1704606244
241,ust-nera,64.5667,143.2,-40.87,100,100,1.76,RU,1704606244
242,hawaiian paradise park,19.5933,-154.9731,22.24,95,40,2.06,US,1704606244
243,ghat,24.9647,10.1728,11.49,35,62,1.64,LY,1704606245
244,tsiombe,-25.3,45.4833,28.81,67,53,2.0,MG,1704606245
245,carnarvon,-24.8667,113.6333,24.32,81,0,8.48,AU,1704606023
246,zunyi,27.6867,106.9072,9.36,91,99,2.31,CN,1704606245
247,bandundu,-3.3167,17.3667,23.41,92,100,1.75,CD,1704606245
248,suihua,46.6406,126.9969,-16.43,80,68,3.47,CN,1704606246
249,sydney,-33.8679,151.2073,29.87,67,75,12.35,AU,1704606081
250,sabang,5.8933,95.3214,27.02,81,56,8.97,ID,1704606246
251,vilyuysk,63.7553,121.6247,-36.67,95,54,2.68,RU,1704606246
252,asau,46.4333,26.4,1.51,76,88,1.95,RO,1704606247
253,ivdel',60.6911,60.4206,-20.86,96,100,1.7,RU,1704606247
254,san jose de las lajas,22.9614,-82.1511,23.51,96,4,3.17,CU,1704606247
255,salinopolis,-0.6136,-47.3561,24.1,93,100,1.09,BR,1704606247
256,parkville,39.3773,-76.5397,3.15,93,100,3.09,US,1704605949
257,taizhou,32.4933,119.9106,6.57,34,1,3.71,CN,1704606248
258,murud,18.3258,72.965,25.37,53,72,0.98,IN,1704606248
259,srandakan,-7.9386,110.2506,29.35,65,98,1.32,ID,1704606248
260,kodinsk,58.6881,99.1844,-10.31,90,100,4.67,RU,1704606248
261,kenai,60.5544,-151.2583,-0.48,90,100,4.12,US,1704606249
262,mersrags,57.3354,23.1246,-8.01,73,94,6.1,LV,1704606249
263,sosnovo-ozerskoye,52.5249,111.5418,-14.34,75,95,3.24,RU,1704606249
264,nabire,-3.3667,135.4833,29.01,70,44,2.46,ID,1704606250
265,san patricio,28.017,-97.5169,16.02,42,67,3.46,US,1704606250
266,illizi,26.4833,8.4667,4.89,38,3,1.18,DZ,1704606250
267,ust'-ilimsk,58.0006,102.6619,-8.09,94,100,4.47,RU,1704606250
268,shiqi,22.5168,113.3852,21.95,50,42,4.97,CN,1704606251
269,newman,37.3138,-121.0208,7.19,93,81,2.93,US,1704606251
270,pervomayskoye,43.919,46.7102,4.77,75,99,3.55,RU,1704606251
271,praia da vitoria,38.7333,-27.0667,14.31,94,40,5.15,PT,1704606254
272,saldanha,-33.0117,17.9442,18.03,87,100,8.35,ZA,1704606255
273,yuzhno-kurilsk,44.0306,145.8556,-1.46,79,84,2.09,RU,1704606255
274,el calafate,-50.3408,-72.2768,8.72,73,72,2.83,AR,1704606255
275,zlatna,46.1167,23.2167,4.88,65,100,2.27,RO,1704606256
276,morro bay,35.3658,-120.8499,11.85,94,81,7.03,US,1704606256
277,lensk,60.7253,114.9278,-14.69,94,100,2.42,RU,1704606256
278,twon-brass,4.3151,6.2418,27.46,81,72,0.9,NG,1704606256
279,les cayes,18.2,-73.75,22.59,87,19,1.59,HT,1704606257
280,luwuk,-0.9516,122.7875,29.4,79,83,0.88,ID,1704606257
281,port shepstone,-30.7414,30.455,23.46,80,100,2.52,ZA,1704606257
282,crane,31.3974,-102.3501,5.71,46,0,1.6,US,1704606257
283,usogorsk,63.4106,48.6872,-32.41,100,100,1.26,RU,1704606258
284,glace bay,46.1969,-59.957,-5.48,72,100,9.26,CA,1704606258
285,afif,23.9065,42.9172,15.59,54,92,5.76,SA,1704606258
286,suoyarvi,62.0833,32.35,-21.46,97,36,2.15,RU,1704606258
287,nikolayevsk-on-amure,53.1406,140.73,-21.87,95,68,1.34,RU,1704606258
288,margate,51.3813,1.3862,4.27,85,100,5.81,GB,1704606259
289,glendive,47.1053,-104.7125,-3.79,74,100,1.54,US,1704606259
290,ampanihy,-24.7,44.75,29.63,59,54,2.61,MG,1704606259
291,happy valley-goose bay,53.3168,-60.3315,-16.83,55,0,3.09,CA,1704606151
292,embrun,44.5639,6.4953,1.81,82,100,3.24,FR,1704606260
293,zaranj,30.9667,61.8833,11.98,38,0,1.49,AF,1704606260
294,balqash,46.8481,74.995,-6.67,100,100,5.0,KZ,1704606260
295,pirot,43.1531,22.5861,9.69,90,99,2.2,RS,1704606260
296,callao,-12.0667,-77.15,23.18,73,0,5.66,PE,1704605678
297,mpika,-11.8343,31.4529,18.64,93,100,1.26,ZM,1704606261
298,kerikeri,-35.2268,173.9474,20.11,79,17,2.48,NZ,1704606075
299,collie,-33.3667,116.15,36.17,19,92,0.68,AU,1704606261
300,kalmunai,7.4167,81.8167,28.72,73,48,2.89,LK,1704606262
301,sisimiut,66.9395,-53.6735,-10.06,84,100,1.9,GL,1704606262
302,khandyga,62.6667,135.6,-43.8,100,100,0.96,RU,1704605670
303,tura,25.5198,90.2201,22.44,37,0,2.56,IN,1704606267
304,wynyard,-41.0,145.7167,18.32,97,100,2.76,AU,1704606268
305,mount isa,-20.7333,139.5,22.87,94,40,2.57,AU,1704606268
306,port lincoln,-34.7333,135.8667,19.57,84,64,6.65,AU,1704606268
307,bodaybo,57.8506,114.1933,-19.31,97,100,0.89,RU,1704606268
308,simanggang,1.2472,111.4528,25.99,94,40,1.54,MY,1704606269
309,marrakesh,31.6315,-8.0083,7.04,65,0,2.57,MA,1704606230
310,lidzbark warminski,54.1259,20.5795,-12.45,94,86,4.07,PL,1704606269
311,castillos,-34.1667,-53.8333,19.46,98,72,2.12,UY,1704606269
312,santa ana,33.7456,-117.8678,14.78,85,75,2.06,US,1704606270
313,kideksha,56.4167,40.5167,-26.84,99,42,2.91,RU,1704606270
314,cervantes,-39.05,-67.3833,23.77,32,52,7.92,AR,1704606270
315,aberdeen,57.1437,-2.0981,3.27,92,100,3.09,GB,1704606124
316,floro,61.5996,5.0328,0.54,51,100,4.63,NO,1704606271
317,mildura,-34.2,142.15,30.6,63,87,2.63,AU,1704606271
318,trujillo,-8.116,-79.03,20.98,88,100,3.6,PE,1704606271
319,berdigestyakh,62.0989,126.6992,-41.22,100,60,1.38,RU,1704606271
320,nelson bay,-32.7167,152.15,28.03,67,66,13.86,AU,1704606241
321,naze,28.3667,129.4833,16.51,54,34,10.72,JP,1704606272
322,ebon,4.582,168.6964,28.15,80,80,8.41,MH,1704606272
323,port alfred,-33.5906,26.891,21.21,80,0,1.34,ZA,1704606272
324,hotan,37.0997,79.9269,1.94,33,63,0.43,CN,1704606272
325,north shore,-36.8,174.75,23.55,67,41,3.58,NZ,1704606273
326,rengasdengklok,-6.1592,107.2981,32.07,66,100,4.05,ID,1704606273
327,raton,36.9034,-104.4391,-5.81,92,0,3.09,US,1704606273
328,auki,-8.7676,160.7034,29.0,70,99,3.65,SB,1704606273
329,lorengau,-2.0226,147.2712,28.55,78,97,0.61,PG,1704606274
330,new norfolk,-42.7826,147.0587,23.72,88,100,1.15,AU,1704606207
331,paita,-5.0892,-81.1144,22.13,90,63,5.02,PE,1704606274
332,el triunfo,-1.9333,-79.9667,26.02,92,92,1.53,EC,1704606274
333,mtambile,-5.3833,39.7,26.77,85,81,5.23,TZ,1704606274
334,saipan,15.1355,145.701,29.39,74,40,4.63,MP,1704606275
335,korla,41.7597,86.1469,4.73,34,85,0.37,CN,1704606275
336,touros,-5.1989,-35.4608,27.58,76,54,7.19,BR,1704606275
337,ocean shores,46.9737,-124.1563,8.3,85,100,4.12,US,1704606142
338,san sebastian de la gomera,28.0916,-17.1133,19.2,82,100,1.03,ES,1704606275
